speaker,text,labels,wav.file
Ruth Bader Ginsburg,"The picture we're given of the 1991 Act is that up until 1991, whatever exists up until 1991, there's no time limitation, but that this 1991 statute does not speak to subsequently enacted statutes.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2005_1749-064_1770-75.wav
Ruth Bader Ginsburg,"and there is a well-known distinction between a claim and an issue and attributing to the Court that kind of carelessness for saying that the claim is barred as distinguished from an issue, the issue being IMLA -- I think the Court was conscious of that distinction when it used the words that the """"claim"""" fails, not just the issue.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_23_2009_1984-264_2011-95.wav
Ruth Bader Ginsburg,And what else -- what else besides -- we have the extraneous dog sniff.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_21_2015_2201-195_2207-766.wav
Ruth Bader Ginsburg,"Do you think that there's something of an anomaly there, that you have a system that is forced on the school, that it doesn't want it, works for 25 years, and then the school board doesn't have to keep it any more, but it decides it's worked rather well, so we'll keep it.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_04_2006_313-944_333-024.wav
Ruth Bader Ginsburg,"And worse than that, I mean, if you -- if you want to go to the University of Texas under the 10 percent plan, you go to the low-performing school, you don't take challenging courses, because that's how you'll get into the 10 percent.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_10_2012_1381-173_1398-532.wav
Ruth Bader Ginsburg,But you said one example is the two officials who are saying unpleasant things about a regulator; and what was your other example?,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_19_2011_1779-333_1789-207.wav
Ruth Bader Ginsburg,"Where -- where -- a very simple thing, the Federal statute says turn over records to the agency, and the State hospital says no, we are not going to turn over the records.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_01_2010_2328-642_2342-299.wav
Ruth Bader Ginsburg,Why isn't -- why isn't the answer clearly yes?,,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_03_2009_1140-076_1146-027.wav
Ruth Bader Ginsburg,"I think that's -- if you had such a case-specific example, that might be one thing.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_03_2015_2870-11_2876-86.wav
Ruth Bader Ginsburg,"I think at the very least you ought to take into account that if this man were distributing or possessed for distribution powdered cocaine instead of crack, the sentence range, the guideline sentence range would have been six months to a year.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_20_2007_1417-824_1438-086.wav
Ruth Bader Ginsburg,"So the argument is on this question... not talking about the universe of crimes, but as to rape... we cannot know if there is a consensus one way or another until this Court clarifies what Coker stands for.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_16_2008_782-609_799-978.wav
Ruth Bader Ginsburg,"If we take it that the Stored Communications Act does say that the provider may not give out the transcripts, if we take that as given, then how can the department lawfully use the transcripts?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_19_2010_894-292_919-764.wav
Ruth Bader Ginsburg,And they cited the cases where -- like Smith against Robinson where that is what the Court held.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_02_2008_1710-503_1717-926.wav
Ruth Bader Ginsburg,"I understand that argument, but there is the distinction of the type of case of where the -- the one, conviction and sentence were never going to be questioned, only parole eligibility, where here, the discovery that you seek in 1983 is not a destination.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_13_2010_93-224_116-487.wav
Ruth Bader Ginsburg,"You have used the words “ foreseeability ”, “ but for ”.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_12_2013_1534-016_1538-237.wav
Ruth Bader Ginsburg,"So you would have the same problems that you're complaining about with regard to discovery from the individual PSPs, the same problem with respect to counterclaim.",,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_21_2008_253-721_266-172.wav
Ruth Bader Ginsburg,You are seeking what the statute says you can get which is your money back treble?,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_28_2011_2296-2_2300-502.wav
Ruth Bader Ginsburg,"In any case, there was no indication, apart from Korenchuk's coming in, that Buck would have taken any adverse action against Staub.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2010_2665-446_2680-271.wav
Ruth Bader Ginsburg,"Then if there are -- if there are these great changes in circumstances so that now they -- medical care can be administered in something approaching a decent way, you could go back to the single-judge district court and say I'm moving under 60(b); circumstances have changed, it is no longer the case that it's impossible to render decent health care.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_30_2010_362-673_395-022.wav
Ruth Bader Ginsburg,"Mr. Landau, that's true. Don't you run up against, with respect to the Puerto Rico -- Puerto Rico's legislation, the Contract Clause, the -- the bar against impairing contracts; that Puerto Rico can't impair the lenders' contracts? So apart from -- so if there's -- if we're dealing only with the Puerto Rico legislation, doesn't that, in -- in requiring nonconsenting lenders to give up or have their claims reduced, Puerto Rico is violating the Contract Clause?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_22_2016_87-745_135-38.wav
Ruth Bader Ginsburg,"Well, the fact that he made a mistake about what the Fourth Amendment requires could also be reasonable.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_06_2014_2494-859_2499-68.wav
Ruth Bader Ginsburg,"--Is there any other than that one page on the ticket, that against the mailing envelopes that she got that say """"Costa Cruise"""" -- is there anything in the entire record other than that definition page that includes carrier, that includes steward, anything else that tips her off that this is a different corporation?",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_21_2010_1557-267_1582-568.wav
Ruth Bader Ginsburg,"Mr. Bursch, can I ask you to go back to the very first thing you said, because I didn't get your -- your point.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_15_2013_724-92_732-693.wav
Ruth Bader Ginsburg,"And she was so -- so upset, she said: I'll get out of the bankruptcy; I want my cooking equipment.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_03_2009_444-092_450-292.wav
Ruth Bader Ginsburg,But it's not... it's not uncommon that a State would adopt a Federal standard as its... as its own on a question of civil rights.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_14_2008_846-658_858-041.wav
Ruth Bader Ginsburg,"So here, you can seize the phone and you can secure the phone, and you could go to a magistrate and within an hour get permission to search.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_29_2014_2836-732_2850-741.wav
Ruth Bader Ginsburg,"Why should this Court deal with anything other than that the petitioner's standard is unsatisfactory, that at least the Sixth Circuit standard... why should the Court deal with the universe of cases when it has this case before it, two actions, and a unanimous Sixth Circuit judgment that says these two actions fall within 704?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_17_2006_2462-676_2492-936.wav
Ruth Bader Ginsburg,But what other coverage formula could it come up with?,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_29_2009_1537-759_1542-149.wav
Ruth Bader Ginsburg,What your are saying is on the income side they are treated as wages; on the FICA side they're not treated as wages.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_14_2014_898-245_906-992.wav
Ruth Bader Ginsburg,"Except in Title VII, you would be right if all that Title VII did was prevent religious discrimination, but it makes a religious practice, a refusal to accommodate a religious practice is itself a violation of Title VII. So we have -- it's -- and that was done deliberately, was it not, so that religious practices would have to be accommodated.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_25_2015_2004-22_2033-7.wav
Ruth Bader Ginsburg,"Chickasaw said when the tax was imposed on the tribe, we would take the State at its word.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_03_2005_2365-646_2372-133.wav
Ruth Bader Ginsburg,It's the timeliness issue.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2011_2158-632_2162-161.wav
Ruth Bader Ginsburg,"They can regain them, but that's the purpose of the behavioral modification program.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_27_2006_1414-759_1419-719.wav
Ruth Bader Ginsburg,"Would you explain to me why don't we consider this adverse boost to your proceeding, because this post-conviction proceeding, it began -- it began the same time as the direct appeal, but it ended before this case became final.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_04_2011_2848-062_2868-41.wav
Ruth Bader Ginsburg,"It was no longer going to be remands are no longer -- remands are not reviewable; it's going to be -- that applies only to the cases where -- what was it, subsections (c) and (d) of 1447?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_24_2009_1077-511_1096-572.wav
Ruth Bader Ginsburg,I'm quoting from -- I'm quoting from that decision at page 453.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_06_2008_168-116_171-443.wav
Ruth Bader Ginsburg,"But is it... is it not the practice at the EEOC when you're dealing with an unrepresented person who files the intake questionnaire and if the SEC reviewer thinks that it fits within the statute, that the Form 5 will be filled out, not by the layperson, but by the EEOC officer herself?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_06_2007_441-082_475-19.wav
Ruth Bader Ginsburg,"That is, you have someone running in a primary and then faces an incumbent in the general election, but there's nothing left in the till because it was a hard fought primary.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_28_2006_2390-646_2406-025.wav
Ruth Bader Ginsburg,"But I don't see how its as applied, if if the physician just says, as you put it, I don't have to wait until faced with an actual medical emergency to bring this suit.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_30_2005_892-227_902-701.wav
Ruth Bader Ginsburg,"One is give the younger workers only their actual years of service, which Mr. Klausner said is what is happening, and therefore, these people are getting a lot less than they used to get.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_09_2008_2482-995_2495-397.wav
Ruth Bader Ginsburg,But she did say that EBIA had the burden to demonstrate error in bankruptcy courts.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_14_2014_2423-946_2435-069.wav
Ruth Bader Ginsburg,"So we can't take that category, attorney-client privilege, and equate it to what was the kind of question at issue in Cohen.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_05_2009_949-325_961-554.wav
Ruth Bader Ginsburg,"Would you agree, looking to Judge Rich's opinions, that it would have been in order for the judge to instruct, if the judge had been asked to do so, that the evidence would carry more weight if it hadn't been presented, defendant's evidence would carry more weight if it hadn't been presented to the Patent Office?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_18_2011_1786-346_1818-402.wav
Ruth Bader Ginsburg,"But before you get to whether -- anything like that, you are urging issue preclusion against the winner.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_27_2009_1330-105_1340-489.wav
Ruth Bader Ginsburg,"--Well, would you say that my characterization of it when Mr. Phillips was presenting his case, that this is an invigorated regulatory compliance defense, that it is more favorable, far more favorable, to the manufacturer than the standard regulatory compliance because it says that the manufacturer is immune, totally immune, unless... and then the exception that we are debating here.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_25_2008_2897-334_2931-243.wav
Ruth Bader Ginsburg,"Would you say that Martinez applies in that situation, or does it depend on having the State highest court in the matter saying, this is the preferred way to go?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_25_2013_97-414_112-506.wav
Ruth Bader Ginsburg,And I guess that's -- we must take that as what happened. They did not apply a res judicata bar.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2015_635-655_646-09.wav
Ruth Bader Ginsburg,The Service must think this is one because it was certain about the tax return.,,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_27_2007_3027-913_3033-099.wav
Ruth Bader Ginsburg,"But, nowadays, Delaware has very little to do with where the vessels are berthing and where they are being serviced?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_01_2009_1562-996_1577-906.wav
Ruth Bader Ginsburg,"If you begin at the beginning and you begin with a phrase that you have no reason to say is modified by Federal,",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_30_2009_2403-534_2411-922.wav
Ruth Bader Ginsburg,"Mr. Stevenson, may I ask you a case -- a question specifically about the Miller case?",,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_20_2012_1281-648_1288-069.wav
Ruth Bader Ginsburg,"--And as far as the -- the preclusion is concerned, why does it make a difference whether it's ADEA or GERA?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_07_2013_2114-814_2125-872.wav
Ruth Bader Ginsburg,"If the district judge feels like giving a little more, this would be no control, unless the opposing side objects; is that right?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_26_2007_545-622_556-939.wav
Ruth Bader Ginsburg,"But this petition had something new, the report that his investigator had turned up this evidence.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_06_2011_145-66_153-014.wav
Ruth Bader Ginsburg,"The problem with what you're presenting is it sounds like, yes, you have sovereign immunity, you don't have to be part of this lawsuit and it can't affect your rights, but then when it seems to be eventual judgment, it's a default judgment effectively against the Philippines, because they can never get those assets once they're disbursed.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_17_2008_2526-785_2550-056.wav
Ruth Bader Ginsburg,"You did make that argument in the district court, and now you are saying -- you are confessing error, that was wrong?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_07_2009_538-245_543-93.wav
Ruth Bader Ginsburg,"But you have no objection to what they call the quid pro quo theory; that is, I -- I want you to hire me after I leave the legislature, and in return, I'm going to see what I can do to keep the tax level low on the--",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_08_2009_544-341_565-021.wav
Ruth Bader Ginsburg,"""""Unheard to me that I would give acceptance of responsibility credit to someone that as soon as he gets sent to jail is out there committing another crime. """"",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_14_2009_285-649_297-506.wav
Ruth Bader Ginsburg,"What are the -- the cases both Justice Kennedy and Justice Scalia suggested that in -- not in this statute, but there are criminal statutes that allow the use of a foreign conviction to count for recidivism purposes, for -- for a variety of purposes.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_19_2016_2158-9_2184-78.wav
Ruth Bader Ginsburg,He doesn't have any Dormant Commerce clause claim.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_20_2013_3299-635_3302-503.wav
Ruth Bader Ginsburg,"Where the incompatibility exists is post deprivation, when the nine-month, the interest in having these claims resolved properly is totally defeated if you can get the longer statute of limitations under the general refund statute.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_26_2007_959-737_989-256.wav
Ruth Bader Ginsburg,"I mean, lawyers usually, as a... just a matter of... just automatically ask for JNOV or, in the alternative, a new trial.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2005_923-237_933-607.wav
Ruth Bader Ginsburg,"And initially, the company came out with two names.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_28_2016_256-08_261-059.wav
Ruth Bader Ginsburg,"But I think the district... the district judge was aware of Cohen against Beneficial, and I think referred to it.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_28_2005_2223-41_2228-807.wav
Ruth Bader Ginsburg,"Mr. Hansen, Respondents say that isolating or extracting natural products, that has long been considered patentable, and give -- examples were aspirin and whooping cough vaccine.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_15_2013_50-183_66-942.wav
Ruth Bader Ginsburg,"I mean, I understand the business necessity, whether you have it pre-1991 or post, but I don't understand putting this other test on top of it.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_23_2008_183-738_196-452.wav
Ruth Bader Ginsburg,"Weren't there proposals to include something like what was included for the other two, that is, that there be an intent requirement?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_04_2009_708-119_721-046.wav
Ruth Bader Ginsburg,"There have been prosecutions in Florida, I understand, for what would be considered a rude touching as opposed to an aggressive use of force that would risk physical injury.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_06_2009_1759-768_1775-861.wav
Ruth Bader Ginsburg,"You said, well, this is in the category that -- it's like O'Brien.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_28_2010_2946-939_2952-759.wav
Ruth Bader Ginsburg,"And that's why I am really puzzled how this Court has any business wading into any other question other than telling the Hawaii Supreme Court either their right about what the resolution dictates or they are wrong, and that they are wrong because it's a nice apology, but it's without substantive effect.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_25_2009_1683-945_1709-779.wav
Ruth Bader Ginsburg,"It would be preclusive, because you've adjudicated the grounds of liability.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_22_2016_2633-405_2639-785.wav
Ruth Bader Ginsburg,There is an exception from the diversification requirements in ESOP.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_02_2014_307-768_316-169.wav
Ruth Bader Ginsburg,"From everything... from everything you said, it sounds like you're... you're taking issue with Riverside Bayview because if a wetland adjacent to the river counts, then why not a stream that goes right into it?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_21_2006_555-792_568-951.wav
Ruth Bader Ginsburg,This Court has gotten from the Constitution?,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_14_2008_2546-362_2550-147.wav
Ruth Bader Ginsburg,But here there is a prompt and efficient remedy.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_26_2007_545-069_550-307.wav
Ruth Bader Ginsburg,"You can't hold back an affirmative defense, and in the middle of the trial say: Oh, there's an affirmative defense here.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_09_2013_1310-732_1317-355.wav
Ruth Bader Ginsburg,"It's locked out by the provision on which you are relying, so it has to take the bitter, but it doesn't get any benefit at all. Why in the world -- what explains Congress wanting to put Puerto Rico in this anomalous position of not being able to restructure its debt?",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_22_2016_2648-92_2670-68.wav
Ruth Bader Ginsburg,"That is, Congress changed the law that this Court had declared; and the message, the essential message, was this Court has been too stingy in its interpretation of Title... of 1981, so we're going to change it.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_20_2008_1355-977_1378-871.wav
Ruth Bader Ginsburg,"--I don't follow that, because you... you know, I'm sure, that it's almost routine that... yes, you have the 10 days, the extra 10 days, under the rules... but isn't it almost routine, at a trial, that the verdict loser will say,",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2005_2871-377_2886-966.wav
Ruth Bader Ginsburg,"But beyond the -- outside trustees, they have to get information from the insider and we're back in the same place.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_02_2014_2613-823_2624-443.wav
Ruth Bader Ginsburg,And that's -- and you have to do it -- give 45 days notice.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_08_2010_3198-964_3204-868.wav
Ruth Bader Ginsburg,"Mr. Feldman, do I understand the mechanics of this right that if the injured person sues the United States directly, that suit would fail because the battery exclusion would apply, but it's only by suing the officer, the doctor, and then getting the United States substituted that the battery exception is abrogated; is that right?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_15_2013_826-937_866-046.wav
Ruth Bader Ginsburg,"But you say whatever it was, nine feet, it's de minimis.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_02_2014_594-382_599-552.wav
Ruth Bader Ginsburg,Mr. Garre would you explain to me why the Federal Government has picked five grams instead of three.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_07_2008_3413-655_3420-838.wav
Ruth Bader Ginsburg,"What of the government's argument that once you get wind that a 2680 exception is going to get the government off the hook, before a judgment is entered, which might raise the judgment bar, you can voluntarily -- voluntarily dismiss your case against the government so you won't face a judgment? You can amend your complaint, if -- if you sued them both originally, to drop the government, or you can take a voluntary dismissal. What -- how do you answer that?",,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_22_2016_2319-25_2357-585.wav
Ruth Bader Ginsburg,One of the officers zeroed in on the victim.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_05_2010_1561-375_1567-637.wav
Ruth Bader Ginsburg,"""""Employers and unions may set ground rules for an organizing campaign, even if the employer and union benefit from the agreement. """"",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_13_2013_2371-427_2379-691.wav
Ruth Bader Ginsburg,"Did anyone in the same -- the same -- published the same year as de Tocqueville, a U.S. author, that would have a copyright protection today?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__OCTOBER_05_2011_393-031_400-554.wav
Ruth Bader Ginsburg,How much time does 7292 give to go from Veterans Court to the Federal circuit?,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_06_2010_580-473_588-315.wav
Ruth Bader Ginsburg,"You also said, did you not, that -- that there was this committee that met periodically to review investments? I think you said they met quarterly.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_24_2015_237-91_249-945.wav
Ruth Bader Ginsburg,"Mr. Perry, you -- you said that it was the Fund's lawyers who drafted the prospectus, but in fact, it was JCM's lawyers, the lawyers -- they were in-house lawyers for JCM.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_07_2010_614-192_627-844.wav
Ruth Bader Ginsburg,"Now, defense counsel says, ask them, is it guilty or not guilty instead of asking just is it guilty.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_22_2012_2828-481_2839-789.wav
Ruth Bader Ginsburg,"Ms. Maguire, you don't -- you don't have to take the position that there's no stare decisis effect.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__JANUARY_14_2013_267-906_272-093.wav
Ruth Bader Ginsburg,"That was the whole basis for the 60(b) motion, whether the new law was supplied adequate funding, and the Speaker of the House and the Senate intervened specifically for the purpose of defending the new law.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_20_2009_618-417_637-794.wav
Ruth Bader Ginsburg,"Then why did they have the testimony before the Civil Service Board, about -- somebody from another testing company said this is a multiple choice test; it tests rote memory; we could have come up with a test that would better test the skills needed to be -- nothing about the localization, but something about command presence.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_22_2009_936-782_960-111.wav
Ruth Bader Ginsburg,You went out concentrating on the petition addressed to the sentence which is a second petition.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_07_2006_628-248_638-321.wav
Ruth Bader Ginsburg,You can ask the judge to tell the jury: Be careful; eyewitness testimony is often unreliable.,neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__NOVEMBER_02_2011_1532-405_1540-359.wav
Ruth Bader Ginsburg,"And that was in the context of a State law that says, mortgage lending institution, you may not lend unless you register and do all the rest.",skeptical,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__APRIL_28_2009_2582-516_2596-276.wav
Ruth Bader Ginsburg,"If you -- if there's an application to stay, is that appealable?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__MARCH_03_2009_1131-283_1140-076.wav
Ruth Bader Ginsburg,"If she had applied before the deadline in March, would you be here?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_04_2006_47-742_53-377.wav
Ruth Bader Ginsburg,"Mr. Heytens, did the prosecutor give the right answer to Judge Friedman in the district court when Judge Friedman asked: Where I take two people and one of them gets a false Social Security card and it happens that the number belongs to no live person, and another person goes to the same outfit, but the card that he gets does belong to a live person -- he doesn't know in either case -- did the prosecutor give the right answer when he said, when it turns out to be a fictitious number, no two-year add-on; but if it turns out to be a real number, two years' mandatory addition?",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__FEBRUARY_25_2009_1628-325_1689-427.wav
Ruth Bader Ginsburg,"We -- we -- we were not bound by -- comity, yes, because nations should be -- treat each other with respect.",neutral,Ruth_Bader_Ginsburg/ORAL_ARGUMENT__DECEMBER_07_2015_1425-4_1433-21.wav
