speaker,text,labels,wav.file
Anthony M. Kennedy,"So that was relevant to premeditation and deliberation, and the jury did consider what the mental health expert said.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_13_2009_3022-081_3027-267.wav
Anthony M. Kennedy,"And it seems to me also consistent -- inconsistent with the rule that separation of powers claims can be presented by defendants, in Chadha v. INS, Clinton v. New York, a line-item veto case.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_22_2011_1168-458_1183-051.wav
Anthony M. Kennedy,And your test is that the defendant would have to prove it only by clear and convincing evidence?,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_25_2006_2872-058_2877-575.wav
Anthony M. Kennedy,But I thought your position here was that what the contract says under ordinary principles of contract interpretation is not the point.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2014_466-414_474-601.wav
Anthony M. Kennedy,"But let me ask you this: Would the instruction that was given, which was at JA 196, would it be okay if Paragraph 1,",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_12_2013_74-231_91-258.wav
Anthony M. Kennedy,"Are there any authorities in the circuits which would indicate that irreparable injury is not required when there's standing, when an EIS is required, when an EIS has not been prepared, and when the government is ready to proceed?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_08_2008_1598-233_1611-157.wav
Anthony M. Kennedy,"It seems to me that this is an area where the police do need guidance, and I need guidance.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_14_2008_2037-944_2042-746.wav
Anthony M. Kennedy,"But the -- the objection to the statute on the grounds that it's vague doesn't go away simply because intermediate scrutiny applies, does it, assuming intermediate scrutiny?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_27_2011_232-064_241-772.wav
Anthony M. Kennedy,Would you agree -- would you agree that the -- the losses here were the proximate result at least of the aggregate actions of all the offenders?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_22_2014_230-735_243-246.wav
Anthony M. Kennedy,"But there's no Article III jurisdictional problem in Justice Alito's hypothetical, that this is a remedial exercise of the Court's power to explain the consequences of its judgment in this case.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_28_2012_1941-288_1952-096.wav
Anthony M. Kennedy,But do you concede that there was some right of school control for what was going on across the street?,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_19_2007_2626-964_2632-01.wav
Anthony M. Kennedy,"What if it required him to say how he allocated his resources, that he allocate his resources 10 percent to foreign affairs issues, 50 percent to health care issues?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_24_2007_2145-384_2155-001.wav
Anthony M. Kennedy,But the -- let's assume that the trial court in the California -- pardon me -- that the California appellate court said the intent of the parties was to interpret the law to mean A.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_06_2015_284-765_298-105.wav
Anthony M. Kennedy,"So your rule is that although we must defer to an arbitrator's interpretation of the contract, in this case, there is an exception because?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_25_2013_275-326_287-15.wav
Anthony M. Kennedy,A trustee can so conform and shape its business that it doesn't have conflicts.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_20_2011_3104-095_3109-249.wav
Anthony M. Kennedy,"--But if we say that a likelihood... or that the... or substantial probability that the evidence will be destroyed allows the no knock, why won't that be true in every drug case, other than for what we said in Richards?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_09_2006_951-967_966-642.wav
Anthony M. Kennedy,"I suppose the thrust of the questions so far has been if you would be covered under any formula that most likely would be drawn, why are you injured under this one?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_27_2013_443-472_457-732.wav
Anthony M. Kennedy,But why doesn't the public safety interest then permit us to use this evidence in order to protect the public safety further by punishing him for -- not driving?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_21_2011_509-199_520-068.wav
Anthony M. Kennedy,"Just following up Justice Ginsburg's hypothetical, suppose the Congress works with economists and concludes there is a reasonable probability that if there were no kickbacks there would be a more competitive market, there would be lower prices for some of the escrow fees, some of the collateral fees in addition to the title insurance.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_28_2011_1444-256_1465-753.wav
Anthony M. Kennedy,"And then the second point, I think probably not related, is the question of knowledge.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_28_2007_2033-603_2041-004.wav
Anthony M. Kennedy,"What would be the validity or the invalidity, in your view, of a scheme which said that the ballot has one candidate who says, Smith, Republican nominee, and the other candidates... other candidates say, Republican preference?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_01_2007_2658-601_2676-891.wav
Anthony M. Kennedy,"Does this not also involve the size of government, which is a fundamental issue of political belief?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_21_2014_2206-753_2214-592.wav
Anthony M. Kennedy,They do dispute that he clearly and repeatedly sought to procure employment for Ferrer.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_14_2008_2906-651_2912-305.wav
Anthony M. Kennedy,"--It may be that it's common practice, if the plaintiff doesn't reply and there's an offer that's filed with the court, the court says, I haven't heard anything, I'm going to enter judgment.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_03_2012_488-092_497-298.wav
Anthony M. Kennedy,But do you read Vaughan v. Atkinson as necessarily implying punitive damages would be inappropriate?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_02_2009_338-003_349-827.wav
Anthony M. Kennedy,"But -- but I suppose the thrust of Justice Stevens's question was that if you have a very small population that we are concerned with, then the disparity can be very substantial, especially if you use the comparative disparity.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_20_2010_345-706_359-763.wav
Anthony M. Kennedy,"So that seems to me to indicate that it's incorporating, not going further.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_07_2009_3033-254_3037-908.wav
Anthony M. Kennedy,"I thought we were taking the case on the proposition that the county line rule is a neutral, valid State law principle.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_14_2008_1274-549_1285-524.wav
Anthony M. Kennedy,"Were there any other cases where they said, well, it's not in the stream of commerce yet, and there was an intermediate broker, or anything like that?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_24_2008_1034-864_1040-332.wav
Anthony M. Kennedy,So his liberties were constrained in all of those respects.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_26_2013_1663-034_1665-902.wav
Anthony M. Kennedy,This district court set September 13 originally for the -- for the motion.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_06_2009_839-711_844-829.wav
Anthony M. Kennedy,"In those circuits where they allow intercompany complaints that are oral, can you give me any sense of how often this leads to claim for retaliation?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_13_2010_1528-804_1539-314.wav
Anthony M. Kennedy,"Is there any common ground between you and the government -- maybe a better question to ask the government -- a common ground between you and the government on something in the software area that's patentable, other than making the computer itself work?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_31_2014_1191-627_1204-985.wav
Anthony M. Kennedy,"--my question would then be, Isn't that an odd statutory scheme, where the Attorney General can find it to be an abuse of the use of the drug if the State of Oregon has specifically told its doctors, under special procedures in defined circumstances, that they can administer it?",,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_05_2005_732-488_752-046.wav
Anthony M. Kennedy,"What would happen if he decides he's -- and this is all just within the United States, no foreign travel -- he decides that he wants to move to the West Coast, so he checks out of Kansas.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_01_2016_393-09_402-83.wav
Anthony M. Kennedy,And it would seem to me that that just makes compliance with the Act much more difficult.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_29_2009_259-094_265-81.wav
Anthony M. Kennedy,It does provide for a waiver of sovereign immunity and says that the State will respond in damages.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_03_2008_65-292_71-679.wav
Anthony M. Kennedy,"And you say oh, that's so rare, that's so extraordinary.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_31_2006_2276-816_2279-814.wav
Anthony M. Kennedy,"It seems to me that she may then have committed a felony, and yet it seems to me that her culpability is certainly no -- no greater, if you're talking about your -- the policy of your statute, than the -- than the man that uses the drugs.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_04_2009_108-625_127-292.wav
Anthony M. Kennedy,"An injunction to install the BACT or criminal fines or civil fine, or what?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_01_2006_1199-915_1204-456.wav
Anthony M. Kennedy,"--My concern is -- and it's been brought up in some of the other questions that Justice Ginsburg asked earlier -- I just have the sense that there are thousands of these hearings around the country, and they're -- and they're very important in order to ensure child support, and that if we adopt your rule, in many cases where counsel are now waived or not present because of the -- the noncompliant parent is going to ask for counsel and that we're going to change the entire landscape of domestic relations proceeding, the Heisenberg principle.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_23_2011_1502-841_1539-664.wav
Anthony M. Kennedy,"And the judge says: I will assume that you made the recommendation, and I will just tell you right now I wouldn't take the recommendation anyway.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_14_2009_1968-972_1976-327.wav
Anthony M. Kennedy,"But if it's Federal law, then the Federal government tells the States: Well, regardless of your standards, we have our standards.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_08_2009_1215-078_1221-584.wav
Anthony M. Kennedy,Do you want us to write an opinion that plea negotiations are not a critical stage of the criminal process unless at the end of the day a guilty plea results?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_31_2011_1528-288_1545-231.wav
Anthony M. Kennedy,"Are you suggesting that the test is whether under colorable jurisdiction... a hypothetical case, suppose the statute, Federal statute is very clear that it applies in any case.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_08_2007_131-198_141-757.wav
Anthony M. Kennedy,Can't -- can't -- you're saying Federal prosecutions can't tell when people are deliberately obstructing--,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_15_2014_3011-675_3017-377.wav
Anthony M. Kennedy,"Well, the essence of the argument is we've always done it this way, which has some -- some force to it.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_06_2013_779-77_784-491.wav
Anthony M. Kennedy,Or cumulative?,,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_09_2008_1945-663_1948-965.wav
Anthony M. Kennedy,Is it your position that the government could prevent payment for the tuition but not for the counsel?,,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2015_389-07_394-69.wav
Anthony M. Kennedy,"In law review commentaries and maybe in lower courts' opinion, is there -- is it fair to say that the weight of authority is to criticize the battery-negligence distinction as being productive of litigation and not really making a lot of sense?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_15_2013_757-874_777-404.wav
Anthony M. Kennedy,Suppose there's an agreement with an insurer and an insured that says the insured gets 100 percent of the proceeds.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_27_2012_264-219_272-14.wav
Anthony M. Kennedy,"I think that certainly the Prison Litigation Reform Act means that you have to, if there is going to be a release order, it must be releasing the minimum amount.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_30_2010_3614-022_3624-468.wav
Anthony M. Kennedy,And I find that a dangerous rule.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_14_2008_2704-814_2708-365.wav
Anthony M. Kennedy,So you -- you're representing to us that you told the court of appeals the statute should be interpreted as the SG is interpreting it here; that's your representation?,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_26_2011_1069-163_1076-753.wav
Anthony M. Kennedy,Can voters assert an interest in preserving incumbency?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_21_2016_2730-89_2736-91.wav
Anthony M. Kennedy,"In your hypothetical about stopping the person from crossing the street, or, they think, entering the parade, the individual is -- has no right to insist that the government doesn't make a First Amendment judgment about his activities?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_19_2016_2272-775_2290-45.wav
Anthony M. Kennedy,"But just -- just to be clear, isn't that after Titlow had asked for an attorney because Titlow had talked with the jailer, who encouraged Titlow to plead innocent?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_08_2013_1814-706_1827-716.wav
Anthony M. Kennedy,"Now, suppose it were shown... a hypothetical case... that it's extremely difficult to get on that ballot.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_03_2007_102-413_111-285.wav
Anthony M. Kennedy,Don't you still have the right under Arkansas law... or do you... to pursue the tortfeasor for the balance that's owed to you?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_27_2006_143-796_152-291.wav
Anthony M. Kennedy,"Let's assume that the cost of providing insurance is roughly equivalent to the $2,000 penalty.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_25_2014_1540-185_1549-008.wav
Anthony M. Kennedy,"Does it also require some qualification in you brief where, at page 12, you say Preston clearly and repeatedly sought to procure employment for Ferrer in the television industry?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_14_2008_2846-612_2857-736.wav
Anthony M. Kennedy,"If a State does not give a realistic opportunity, a feasible means for expanding the record on direct review, then Martinez applies, because it is the collateral proceeding that is the meaningful one -- and then we go through 50 States to see if that rule applies?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_25_2013_393-189_420-69.wav
Anthony M. Kennedy,Suppose there a patent which requires looking at the clouds in the sky for 10 minutes.,,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_21_2006_125-846_131-715.wav
Anthony M. Kennedy,"The man failed to report for custody some -- a few years earlier, and you have this offense.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2008_1591-686_1599-892.wav
Anthony M. Kennedy,"If you have a prisoner who has served -- has been sentenced in the Federal system, then goes to the State and is serving in a State facility, he then comes back to the BOP, the BOP can retroactively say we designate the place of imprisonment for the last 3 years as that State prison where you have been serving and we credit you with time served; is that the way it works?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_30_2011_1059-529_1082-644.wav
Anthony M. Kennedy,But there is no finding to support the suggestion that it was just the death penalty that concerned him.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_01_2005_2785-313_2790-048.wav
Anthony M. Kennedy,Assume that the law -- and this is the Wren case -- is as follows.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_26_2014_3046-668_3053-633.wav
Anthony M. Kennedy,"Well, I mean, that... that may, that may be true of this stage; but Justice Scalia's question points up the problem of what do we do if we write this case?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_26_2007_627-8_637-914.wav
Anthony M. Kennedy,"Well, I suppose in discrimination cases, if there is a discrimination men versus women one way to resolve it would be to have either -- either rule apply to both sides.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_22_2010_205-234_218-076.wav
Anthony M. Kennedy,"Any one of those things you could turn into a public issue and follow a particular person around, making that person the target of your comments; and in your view because this gives you maximum publicity, the more innocent, the more removed the person is, the greater the impact -- the Justice Alito hypothetical in -- in -- in the grandmother case.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_06_2010_2575-157_2599-455.wav
Anthony M. Kennedy,Suppose it were shown that 90 percent of all escapes under the escape statute were breakouts involving weapons; 10 percent were failure to report.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2008_133-014_147-489.wav
Anthony M. Kennedy,"We're -- he's talking about the constitutional minimum, and I -- I -- Justice Scalia gave a hypothetical, you can have a more -- even a more principled juror than that.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_22_2012_649-454_661-294.wav
Anthony M. Kennedy,In part it means that you don't have to inquire into the actual bias; it's -- it's more objective.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_03_2009_2124-687_2131-886.wav
Anthony M. Kennedy,I'm interested in -- in two different things and you can address them during the course of your argument.,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_09_2009_375-808_381-279.wav
Anthony M. Kennedy,"I take it indicates that you would not allow the, a cause of action unless the discrimination was within the statute of limitations period?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_27_2006_124-397_134-003.wav
Anthony M. Kennedy,"--I thought we had a test for deadly force in Garner and it's whether or not there is... it's more likely than not, whether or not there is a serious risk that death will ensue.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_26_2007_453-061_464-619.wav
Anthony M. Kennedy,It survives bona fide... it survives bona fide purchaser without notice?,,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_24_2007_1318-544_1322-387.wav
Anthony M. Kennedy,Can you tell me what -- can you tell me what is this -- let's suppose that you had an initial Brady claim that there was one part of the file that you were entitled to see that said that there is some evidence that he's a drug user.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_09_2008_946-531_965-41.wav
Anthony M. Kennedy,"But it seems -- it seems to me that we're searching here for a proper interpretation of the word “ session ”, which, after all, is in the provision that we are looking at.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_13_2014_1597-377_1609-851.wav
Anthony M. Kennedy,Is that a statute where the discretion is committed to the Attorney General?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2009_320-302_325-873.wav
Anthony M. Kennedy,"Isn't that the same as the argument you just made? Because I'm curious to know, if -- if we think Smith was an interpretation of -- of 2680, and you had to get around Smith and it's awkward to do it, what's your second argument? Is that the argument you're now making to Justice Breyer, or is it different from saying that what we're talking about is judgment on the merits?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_22_2016_2256-33_2276-88.wav
Anthony M. Kennedy,"Well, as to the 1986 order it seemed to me that the counsel for the Petitioner might have answered the question posed by the Chief Justice with the traffic accident hypothetical: That is an interesting question of subject matter jurisdiction, and maybe there is subject matter jurisdiction, maybe there isn't, but that issue as to the 1986 order is final.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_30_2009_1582-525_1605-64.wav
Anthony M. Kennedy,"In Norton versus Utah Wilderness Alliance, having to do with the regulation of off-road vehicles, we indicated that one measure was whether or not the agency has unreasonably delayed its action.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_29_2006_2862-751_2880-128.wav
Anthony M. Kennedy,"Well, I mean even you did in tis one, you said now remember you're on television, which was just -- giving an added incentive for these vulgar comments.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_10_2012_2222-094_2231-033.wav
Anthony M. Kennedy,"I'm not sure if that -- if you have a district where you have five days, a very short period and almost nobody can comply with it, then maybe that's an argument for the government's rule.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_06_2009_928-518_938-04.wav
Anthony M. Kennedy,"Well, it would be consistent with the second purpose that you gave to say that there's a 6-hour safe harbor or whatever term you want to call it, and beyond 6 hours, the Court is free to reexamine its supervisory rule in light of what Congress has provided in (a) and (b) of the statute.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_21_2009_257-86_281-225.wav
Anthony M. Kennedy,But why doesn't this just all work out?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_19_2010_2052-787_2055-505.wav
Anthony M. Kennedy,You -- I think you could say that his conduct implied the very kind of statement that Justice Alito suggested in his hypothetical: I'll listen to you guys for a while.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_01_2010_2043-151_2055-614.wav
Anthony M. Kennedy,"Is there any way to allow some consideration for a subjective intent to infringe in an egregious case, as an additional element for -- as an additional way to define willfulness without completely wrecking the Seagate standard?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_23_2016_2894-39_2918-36.wav
Anthony M. Kennedy,It was just exercising governmental-like powers which entitled the person to exercise free speech.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_08_2014_67-725_75-398.wav
Anthony M. Kennedy,You're saying that the prosecutor can pre-empt the role of the attorney for the defense in deciding what to offer to the court as material?,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__DECEMBER_09_2008_2080-452_2087-956.wav
Anthony M. Kennedy,"I just don't see the issue structured that way in the briefs, and I'm puzzled by it.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_03_2010_65-656_71-202.wav
Anthony M. Kennedy,"But you don't have any problem, if I'm a district judge and I think there is a substantial likelihood that a particular challenge would succeed, you don't have any problem with my drawing an interim plan to avoid that likelihood.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_09_2012_1253-998_1266-575.wav
Anthony M. Kennedy,"If you -- if you key your payment to what the brand company will make, it's just a much higher figure, and a greater danger of unreasonable restraint.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__MARCH_25_2013_2790-142_2802-267.wav
Anthony M. Kennedy,And there would be -- and presumably there would be -- we could make that decision in remand so that we don't interpret this contract initially without -- without the benefit of what the district court and -- and the court of appeals would say without the Yard-Man presumption if you prevail.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2014_497-1_513-145.wav
Anthony M. Kennedy,"And -- and -- and because State law, legal remedies are preempted by ERISA?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_09_2015_461-68_468-15.wav
Anthony M. Kennedy,"It seems to me very close, close enough so that I'm not sure that we should distinguish between laches and estoppel as being so that the -- so that the former is unavailable at all.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_21_2014_1405-141_1416-764.wav
Anthony M. Kennedy,"In Judge Bias's dissent, Judge Bay's dissent, he quotes a letter from the Petitioner, the Petitioner does not want to proceed with this appeal and wants the execution scheduled.",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__JANUARY_09_2007_3518-477_3529-118.wav
Anthony M. Kennedy,"So now you're talking about -- about the mechanism. So the -- so the case has been argued on different theories at -- at many points, and it seems to me Justice Kagan is precisely right.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_10_2015_606-34_616-65.wav
Anthony M. Kennedy,"And it also -- it also indicates that the habeas counsel has to file the application in the convicting court not later than 180 days after, or not later than 45 days after the State's original brief, which seems to help the petitioner here because the original brief in -- in the direct appeal proceeding is deemed important for the habeas counsel.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_25_2013_2825-233_2854-919.wav
Anthony M. Kennedy,"Well, but if we held the Act was applicable for injunctive relief, it would... it would be, because I'm... the pert part of your argument is that you could have a attorneys fees and triple damages where trial attorneys levy against the State treasury, which is... which is what the Eleventh Amendment is largely concerned with.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_09_2005_290-494_307-378.wav
Anthony M. Kennedy,"If -- if I were to write an -- an opinion indicating that there's a chill here because distributors and retailers will see that there's been this suit against the -- your client and they will be reluctant to distribute, would there -- would I just make that up, or is there something I can read to find out -- find that out, or--",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_07_2012_73-096_97-497.wav
Anthony M. Kennedy,Your position is that the affidavit submitted to the district court by the psychiatrists are sufficient to vindicate your substantive position that he cannot be executed under Ford?,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_18_2007_1179-066_1188-172.wav
Anthony M. Kennedy,"They wouldn't qualify for two reasons -- A, they weren't recognized; and B, they weren't, in 1934, under Federal jurisdiction?",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__NOVEMBER_03_2008_1315-049_1323-136.wav
Anthony M. Kennedy,That just underscores the point that that was the understanding and the commitment.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_29_2012_2655-608_2660-412.wav
Anthony M. Kennedy,"And I was -- I suppose you have to adopt the phrase, but the statute 7703 just say “ cases ”, “ cases of discrimination ”, which is what this is.",skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_02_2012_1010-789_1024-466.wav
Anthony M. Kennedy,"Can -- can it go to the jury without any other evidence, other than the fact of his possessing the card?",neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__FEBRUARY_25_2009_811-331_820-141.wav
Anthony M. Kennedy,Is there any more specific argument that you can make in the context of the less well-funded candidate having more support from the party than the well-funded candidate had?,neutral,Anthony_M_Kennedy/ORAL_ARGUMENT__APRIL_22_2008_1142-659_1155-232.wav
Anthony M. Kennedy,There has to be some slightly different qualification.,skeptical,Anthony_M_Kennedy/ORAL_ARGUMENT__OCTOBER_13_2010_2695-038_2698-425.wav
