speaker,text,labels,wav.file
Elena Kagan,"But if all we do is compare the elements, then we don't get to your discretionary scheme in which we also admit evidence of the case-specific nature of the offense.",neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_10_2012_2655-826_2670-368.wav
Elena Kagan,"Well, how would using that exact standard -- and it's pretty similar to the standard that Justice Breyer had because the way Justice Breyer had it, it's knowledge that a reasonable person would cause fear.",neutral,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_01_2014_2097-035_2107-327.wav
Elena Kagan,"Mr. Francisco, could I ask -- the line you're drawing between exercising influence and providing access, just to sort of test that with a hypothetical, suppose that somebody knew that there was a -- a contractor who was going to award a very large contract to one of two or three firms that the -- that he was meeting with.",neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_27_2016_153-635_175-705.wav
Elena Kagan,"I'm not sure why it is that when you say it was subject to FERC's jurisdiction, that doesn't end the case right there against you, because if it's subject to FERC's jurisdiction, that means it's a wholesale sale.",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_24_2016_291-905_304-505.wav
Elena Kagan,"One of the arguments that the State makes is that when you look at all these numbers, the number that is most different between this pair of cases and Graham is the denominator.",,Elena_Kagan/ORAL_ARGUMENT__MARCH_20_2012_614-334_626-392.wav
Elena Kagan,"If I understand what you just said, you're not relying on Mr. Strauss's argument. Mr. Strauss said that this wasn't a -- setting a wholesale rate because Maryland did it by auction. But you're saying that's irrelevant; that Maryland could have just picked a price, and -- and that that would have been fine so long as at some point FERC had the power to review and veto it.",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_24_2016_963-9_986-35.wav
Elena Kagan,"So -- so why isn't that just sort of the simplest thing to do is, we have a test, it's a four-part test, and this language seems to fit that test pretty well, and that's what we should do, we should just have one test.",skeptical,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_01_2015_3062-485_3075-73.wav
Elena Kagan,"Suppose that the arbitration clause said, I -- I hereby agree that I will not present any economic evidence in an antitrust action against American Express.",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_27_2013_325-087_337-061.wav
Elena Kagan,"Well, Ms. Blatt, you say it -- it's supposed to make defendants better off by focusing on just part of the provision, but the provision is -- as a whole, it does a set of things.",skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_07_2012_2197-95_2206-473.wav
Elena Kagan,"But if I understand the government's argument, it's that there's a very strong correlation between possession in this case and use for criminal purposes of a kind that clearly would pose a risk of -- of violent conduct and injury.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_05_2014_206-566_221-992.wav
Elena Kagan,"But, I mean, you can't really -- Chenery can't really operate very well if you can't figure it out.",skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_29_2015_1218-02_1223-255.wav
Elena Kagan,"--Your government records argument, is it limited to New York City records or does it also apply to FBI records, to records of other cities and states which, presumably, would be available on a reciprocal basis?",neutral,Elena_Kagan/ORAL_ARGUMENT__MARCH_21_2011_2649-564_2662-98.wav
Elena Kagan,So that's to say that the jury unanimously had to find what is -- what leads to an acquittal.,neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_22_2012_1658-271_1665-025.wav
Elena Kagan,"And other than that, you are basically saying in all circumstances, well, they could have done that in the PTO.",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_09_2012_868-637_874-707.wav
Elena Kagan,"Because you could take the view, right, that if Congress speaks to cut off a claim, that's one thing, and a very different thing, than if Congress has not spoken at all.",skeptical,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_03_2011_1932-417_1941-773.wav
Elena Kagan,"All of those things count as what's part of """"reasonable.""""",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_25_2015_2314-195_2317-365.wav
Elena Kagan,And that the only reason we see it in the hypothetical a little bit more clearly is because the numbers are a bit more dramatic.,neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_14_2013_2975-829_2981-183.wav
Elena Kagan,"And in your original briefs, Mr. Schwartz, you suggested that if the MSPB can't hear a claim, neither can the Federal Circuit.",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_27_2012_1252-699_1260-47.wav
Elena Kagan,It looks to just the question of whose filing the tax return.,neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_29_2011_2589-065_2592-683.wav
Elena Kagan,"But as long as the MSPB can decide the one or the other, it seems, great, I mean, it seems like a sensible dividing line.",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_27_2012_2376-118_2385-758.wav
Elena Kagan,"-- remember, one, you're assuming that these provisions are completely severable, which I imagine depends on the contract. But number two, even suppose that they are severable, these provisions are bargained for benefits. The contracts would read differently.",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_11_2016_1159-97_1175-63.wav
Elena Kagan,"Maybe you could do better, as Justice Scalia is suggesting, with a claims processing label, as long as with that label comes the general rule that the agency gets to determine the extent of discretion as to late filings.",skeptical,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_04_2012_767-033_781-875.wav
Elena Kagan,And what's your best argument for why we should decide it?,neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_29_2011_1103-658_1106-46.wav
Elena Kagan,"And suppose -- now going back to Justice Sotomayor's example, suppose that there were a -- a class action alleging systemic discrimination in some governmental workplace.",neutral,Elena_Kagan/ORAL_ARGUMENT__MARCH_22_2011_1415-751_1425-555.wav
Elena Kagan,Is the written instrument modified or instead is the provision in the SPD given operative effect?,skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_30_2010_857-23_863-801.wav
Elena Kagan,You are suggesting that Congress musthave had this third situation in mind.,skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_30_2011_1336-007_1339-593.wav
Elena Kagan,"I guess, Ms. Fuentes, what I don't quite understand about the argument, this goes back to Justice Alito's original question.",neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_17_2013_2440-837_2445-139.wav
Elena Kagan,"If the State can't do it itself in providing tuition vouchers, why should the State be able to set up a system using intermediaries that exist for no other reason than to administer this program that can make those distinctions?",skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_03_2010_1308-674_1323-451.wav
Elena Kagan,It says an employee can find a class of people who are being given an accommodation notwithstanding that those people are similarly situated with respect to work.,skeptical,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_03_2014_1881-523_1893-498.wav
Elena Kagan,"If it were subject to general jurisdiction in California, so too it would be subject to general jurisdiction in every State in the United States, and all of that has got to be wrong.",,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_15_2013_1823-336_1833-364.wav
Elena Kagan,"You know, it's just this chemist didn't like his neighbor and used Sarin gas.",skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_05_2013_819-754_823-275.wav
Elena Kagan,"--Whether something is the State's fault is a significant factor in the analysis, and we have made that very clear in our cases, and so if they got that wrong -- and you, I think quite rightly, are saying we can't defend that part of it -- if they got that wrong don't we at least have to say, okay, well, get it right now and do it again?",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_14_2013_1782-33_1803-778.wav
Elena Kagan,"There is no such thing then as a brand name manufacturer can change some design features of the drug, you know, without FDA approval or without going back to square one of the FDA, there's nothing like that?",neutral,Elena_Kagan/ORAL_ARGUMENT__MARCH_19_2013_3317-496_3332-005.wav
Elena Kagan,They have as much computing capacity as -- as laptops did five years ago.,skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_29_2014_1866-989_1872-226.wav
Elena Kagan,"I mean, take a commercial litigation case where somebody is going after assets and the assets are not in the United States, and somebody looks and says, well, you know, a court can do whatever it wants but nothing is going to happen afterwards.",neutral,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_05_2012_2305-744_2318-919.wav
Elena Kagan,The first stage ended in an injunction that said do not display the war memorial.,neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_07_2009_531-989_537-02.wav
Elena Kagan,You want them to give appropriate deference to the guidelines; isn't that correct?,skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_26_2013_2685-92_2690-122.wav
Elena Kagan,"First, because with respect to overbreadth, all of those uncertain or even unconstitutional applications will be but a thimbleful, compared to the ocean full of completely legitimate applications of this statute.",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_23_2010_2040-655_2054-51.wav
Elena Kagan,"So one could disagree with you and one could think, as Justice Alito and Justice Kennedy suggested, you know, you do take into account that it's the middle of the night in a rural county and it's going to take two hours, but still think, well, that's the analysis you had to go through.",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_09_2013_2458-648_2475-043.wav
Elena Kagan,"Are you saying, Mr. Michel, that what the State courts are going to do is to say that, notwithstanding that the Federal circuit has ruled on a matter, and notwithstanding that the lawyer has complied with the rule as articulated by the Federal circuit, that nonetheless, they will be held to have committed malpractice because they didn't comply with the State's rule?",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_16_2013_2242-565_2266-93.wav
Elena Kagan,"In other words, just a strong-sounding statute of limitations wouldn't cut it according to Wong.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_30_2015_1466-4_1472-11.wav
Elena Kagan,Is there any place in the U.S. Code where the word interpreters clearly encompasses written translators?,neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_21_2012_2356-389_2363-793.wav
Elena Kagan,"If you -- as long as you understand a sentence, which I think you agreed with, as defined both by its upper and -- and by its lower end, effectively what the Court said in Miller was that that sentence, which was the mandatory LWOP sentence, cannot control for juveniles.",skeptical,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_13_2015_3611-34_3628-85.wav
Elena Kagan,"But General, if I can understand your argument, you're saying not only that that analysis would come out the State's way, but you're saying this -- the lower court really never did that analysis at all, right? It didn't think that it was doing that analysis.",neutral,Elena_Kagan/ORAL_ARGUMENT_NO_14452__OCTOBER_07_2015_1401-24_1417-19.wav
Elena Kagan,"Are we going to say, all you need to show is that it's fairly arguable, or are we going to say, no, unless there's an express statement that the government has waived its sovereign immunity, the government retains it?",skeptical,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_02_2012_2401-577_2412-985.wav
Elena Kagan,"What is the standard on rehearing? Is -- is -- it must be a very different standard, isn't it?",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_29_2016_1375-705_1380-485.wav
Elena Kagan,"But it seems to me that if you took it out of the statute, what you would have was to something that says no private lands shall be subject to the regulations applicable to public lands.",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_20_2016_938-11_948-495.wav
Elena Kagan,"Well, why can't we say that with respect to a breath test that this is a search incident to arrest?",skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_20_2016_1103-45_1109-715.wav
Elena Kagan,Has the Secretary in fact ever made use of that authority?,,Elena_Kagan/ORAL_ARGUMENT__MARCH_28_2012_2903-766_2907-051.wav
Elena Kagan,"So what were they thinking about, about why they wanted these very broad categories, why it's not more limited with respect either to the chemicals or to the conduct?",skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_05_2013_2485-97_2497-444.wav
Elena Kagan,"The statute started out by saying person and then there was this moment where one Congressman said, I don't want this to apply to corporations, and the staff member said, I have a great idea to make sure it doesn't apply to corporations, let's change the word person to individual.",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_28_2012_337-02_355-247.wav
Elena Kagan,"""""B&B's sophisticated fasteners are primarily used in sealing applications while Hargis's products are the next step up from a nail and are not made for sealing. """"",skeptical,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_02_2014_3350-35_3360-289.wav
Elena Kagan,"So suppose the State does this, and some States do it: they say on -- in the direct appeal process, we are going to remand this issue back to the trial court because the trial court is going to be fast and can make an evaluation.",neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_04_2011_2573-662_2587-89.wav
Elena Kagan,"And I would have thought that your main argument about that is, well, actually, the Court has held numerous times, in the Title VII context, in the ADEA context, in the Rehabilitation Act context, in the Emergency School Aid Act context, that that """"because of"""" language can be read to include disparate-impact claims, and that it's at least ambiguous as to whether it should be read so in this case as to this particular statute.",,Elena_Kagan/ORAL_ARGUMENT__JANUARY_21_2015_1804-276_1836-837.wav
Elena Kagan,"Well, but, Mr. Pincus, the gravamen of this claim, as I said, and as more importantly, as -- as the -- the Respondent has said, is in 1681(e), which does talk about accuracy.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_02_2015_1277-42_1289-58.wav
Elena Kagan,"--The President can pick up the phone and fire the SEC commissioners for cause, however """"cause"""" has been defined.",skeptical,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_07_2009_2566-644_2576-269.wav
Elena Kagan,"Mr. Chief Justice, and may it please the Court: Article I of the Constitution permits Congress to enact section 4248, which is the limited Federal civil commitment statute at issue in this case.",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_12_2010_8-025_21-097.wav
Elena Kagan,Those -- that's when you know that there's a kind of formality to it that should count with respect to the -- to the question of finalness.,skeptical,Elena_Kagan/ORAL_ARGUMENT__MARCH_30_2016_2915-205_2924-8.wav
Elena Kagan,"--Well, I -- I -- I do think, Justice Kennedy, that -- that the way this board is set up, the statutory scheme and structure, makes it clear that the SEC has comprehensive authority not just over the rulemaking, but over the investigative and inspection activities of the board; that no -- no sanction arising from an investigation can be issued except if the board agrees; that no inspection report can be issued except if the -- excuse me -- except if the SEC agrees.",neutral,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_07_2009_1997-53_2033-053.wav
Elena Kagan,"I could say, let's say the Speaker of the House or the Majority Leader of the House solicits this money from particular people.",skeptical,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_08_2013_1524-028_1533-216.wav
Elena Kagan,"So I mean, what's happened here is that you have this new kind of emission that basically makes these two terms of the statute irreconcilable, and the agency has essentially picked one.",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_24_2014_803-282_817-709.wav
Elena Kagan,"Mr. Bash, you know, what sticks in my craw a little bit about your position is this: Usually, we want punishments to -- two people and they do very different things and they have very different intents, we want them actually to be punished differently.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_12_2013_2541-523_2556-199.wav
Elena Kagan,"Mr Bursch, suppose -- suppose this: Suppose that there's a State with a very procreation-centered view of marriage of the kind that you're talking about.",neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_28_2015_PART_1_3249-225_3259-35.wav
Elena Kagan,"But I don't think, Mr. Shanmugam, that the fact that the statue has is a strict liability statute might cut the other way.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_03_2014_1316-246_1321-733.wav
Elena Kagan,"Mr. Wyrick, as -- as I understand it, there were three subsidiary findings that underlay this conclusion. The first is the one that we talked a little bit about with Ms. Konrad, which has to do with the ceiling effect, which, as I understand it you, don't at all defend. The second is the idea that 500 milligrams of this drug would likely kill a patient in 30 minutes or an hour, which seems to me irrelevant given that a lethal dose is completely consistent with unbearable pain. And the third is that that dose of midazolam would keep a patient unconscious while a needle is inserted into his thigh, which also seems irrelevant given the -- what everybody understands to be the much, much, much greater potential for pain of potassium chloride. So those were the three subsidiary findings. One of them nobody thinks is anything other than gobbledygook, and the other two are irrelevant.",neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_29_2015_1585-81_1651-185.wav
Elena Kagan,"So if we could just take the class action arguments out of it. Just let's say that there's a plaintiff, and he claims 10,000 -- he wants $10,000 plus attorneys' fees, okay? And the defendant says, I'll give you $10,000. And the plaintiff says, no, I really want attorneys' fees too.",neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_14_2015_1467-66_1483-955.wav
Elena Kagan,"And you're saying what the difference is, well, what the treaty makers did was to find the category of chemicals more broadly.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_05_2013_823-275_834-681.wav
Elena Kagan,"And I guess what I'm saying is, you know, what I've given you is a case where this is a judgment call, whether you think something is legal or not.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_03_2014_1146-553_1154-659.wav
Elena Kagan,"Suppose that Congress passed a law and this law said that the Secretary of State had to send an official letter to all foreign ministers whenever a U.S. citizen was born in Jerusalem, and that official letter from the Secretary of State said says just -- it announces that a new American has been born in Israel.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_03_2014_1250-056_1270-135.wav
Elena Kagan,Wasn't it at least true that Congress meant to incorporate that substance as well?,neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_28_2011_99-738_105-47.wav
Elena Kagan,"Didn't even Justice O'Connor -- you referenced the Asahi opinions, but Justice O'Connor said as long as there's purposeful availment, there is specific jurisdiction, and there is purposeful availment when there's an active effort to target a market.",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_11_2011_255-532_272-207.wav
Elena Kagan,And is the one question is -- is how this all relates to the “ beyond a reasonable doubt ” instruction in criminal cases?,skeptical,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_12_2013_2564-97_2572-291.wav
Elena Kagan,There was an advisory process that was set up by the Nevada commission here.,neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_27_2011_2576-678_2580-547.wav
Elena Kagan,"Of course, you're -- you're adding language to the statute now because you said against another person, and that is indeed the language in Leocal.",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_29_2016_584-03_591-245.wav
Elena Kagan,"It's the recognition that a procedural device that simply changes the nominal status of the parties doesn't change the substantive rules, and that the burden of proof counts as a substantive issue.",neutral,Elena_Kagan/ORAL_ARGUMENT__NOVEMBER_05_2013_2691-717_2704-358.wav
Elena Kagan,"Well, Mr. Nelson, but your friend Mr. McConnell says quite rightly that the rules in this area have been fairly clear, that Congress knew it had to make especially clear that it wanted to void arbitration agreements.",neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_11_2011_1393-936_1408-912.wav
Elena Kagan,"So sometimes important cases will be tried by experienced attorneys, but sometimes they'll be tried by people right out of law school.",neutral,Elena_Kagan/ORAL_ARGUMENT__OCTOBER_06_2010_602-571_609-96.wav
Elena Kagan,"I mean, I don't think that the word """"affects"""" is doing a whole lot of work here, because of course a robbery of a business affects a business, right?",neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_23_2016_991-84_998-73.wav
Elena Kagan,But I'm only asking about your claiming as -- your claim as to the specific thing that the FDA ruled on.,neutral,Elena_Kagan/ORAL_ARGUMENT__APRIL_21_2014_416-905_423-976.wav
Elena Kagan,"I take it that you don't need to use the word """"presumption,"""" right? You're -- you're -- the burden that you have to carry in -- in a -- in plain-error review is you have to show a reasonable probability.",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_12_2016_744-12_755-99.wav
Elena Kagan,"But as a Federal overlay, Mr. Kneedler, I mean, does it make sense to sort of split apart (d) and (f) in this way?",skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_16_2013_3377-75_3382-652.wav
Elena Kagan,"--let's even assume that intermediate scrutiny applies, and just focus in on this special provision for ideological speech which allows very large signs to stay up as long as possible.",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_12_2015_3144-551_3155-564.wav
Elena Kagan,"But what your -- where your rule is going to lead to, Ms. Anders, is something along the lines of, like, everybody will decide 30 minutes or 40 minutes, I think you say at one point in your brief, is reasonable for a traffic stop.",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_21_2015_3193-979_3203-703.wav
Elena Kagan,Are you essentially looking for the number that captures the same class of emitters?,neutral,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_24_2014_5488-674_5494-244.wav
Elena Kagan,"It's doing something that has an effect on your operations, no doubt, but the State is operating in a completely separate area for completely separate purposes in a way that does not trump or conflict with, or anything else, the choices that ERISA has made as to payment of benefits.",neutral,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_02_2015_2554-01_2573-18.wav
Elena Kagan,"So in the 145, an applicant can take all of his written affidavits and say: I want to present oral testimony, on these exact matters, but live?",neutral,Elena_Kagan/ORAL_ARGUMENT__JANUARY_09_2012_685-617_698-175.wav
Elena Kagan,"It answers it on a hypothesis that the constitutional issue came out in a certain way, and then it said, a fortiori of course, you are right, there is immunity.",skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_28_2014_1326-043_1335-677.wav
Elena Kagan,"And you're saying that the MSPB has said that, although it can decide, can decide, cases where he says, you know, my supervisor fired me for a discriminatory reason, that that's within the scope of the MSPB's authority, a claim like this, which is that the Selective Service Act is unconstitutional full stop, is not within the scope of the MSPB's authority.",skeptical,Elena_Kagan/ORAL_ARGUMENT__FEBRUARY_27_2012_887-15_912-366.wav
Elena Kagan,So I guess the question is shouldn't we allow some kind of buffer zone here past the sort of reasonable-man negligence standard that you are proposing.,neutral,Elena_Kagan/ORAL_ARGUMENT__DECEMBER_01_2014_2854-922_2867-229.wav
Elena Kagan,"See, to me it seems as though you are doing something very different that we've never done before, which is you are defining constitutional rights in terms of the kinds of people that can exercise them.",skeptical,Elena_Kagan/ORAL_ARGUMENT__APRIL_28_2015_PART_1_4983-32_4994-265.wav
Elena Kagan,"If it's something deeply incongruous, isn't there, where you have an Apprendi rule which says if the maximum is, you know, five to seven, and then the judge says 7 years and a day, we're going to take that out.",skeptical,Elena_Kagan/ORAL_ARGUMENT__JANUARY_14_2013_3019-156_3032-049.wav
